CustID,Name,Street,City,State,Telephone
1724,Willa Millions,0751 Dennis Pass,Birmingham,AL,205-378-8612
1725,Sonja Rogliero,4 Eggendart Street,Lubbock,TX,806-941-2648
1726,Isaiah Batting,4501 Cardinal Court,El Paso,TX,915-471-4389
1727,Mickey Sellack,2 Weeping Birch Pass,Dallas,TX,214-689-6507
1728,Mackenzie Brearty,6 Mayfield Hill,Charleston,WV,304-803-1832
1729,Waly Chattoe,2258 Gina Pass,Richmond,VA,804-448-1401
1730,Emmerich Lotze,71 Kim Parkway,Levittown,PA,267-445-2568
1731,Adelice Varley,24510 Brentwood Avenue,New York City,NY,212-338-7405
1732,Archie Gawkes,51492 David Crossing,Phoenix,AZ,602-599-2371
1733,Maxine Staton,32 Porter Trail,Salt Lake City,UT,801-332-1912
1734,Alice Smythin,397 Blaine Plaza,Trenton,NJ,609-109-6835
1735,Larissa Brisley,1462 Annamark Center,Indianapolis,IN,317-315-3823
1736,Kelsi Cappleman,132 Tomscot Circle,Lafayette,IN,765-872-3863
1737,Reeva Apthorpe,87000 Oak Valley Way,Schaumburg,IL,847-490-7660
1738,Odelinda Billborough,15646 Roxbury Parkway,Spartanburg,SC,864-206-3123
1739,Iago O'Beirne,6804 Independence Trail,Springfield,MO,417-801-1094
1740,Christye Auden,7 Southridge Trail,Fort Wayne,IN,260-368-3948
1741,Leila Tailby,94 Springview Trail,Salt Lake City,UT,801-994-7814
1742,Yule Varley,87794 Warbler Pass,San Antonio,TX,210-331-8576
1743,Didi Hamshaw,3276 Ryan Plaza,Seattle,WA,206-500-7015
1744,Thibaud Adamini,3651 Bashford Avenue,Albuquerque,NM,505-201-3172
1745,Sallyanne Firebrace,8 Lillian Junction,Inglewood,CA,310-481-9279
1746,Flem Mattholie,9 Hintze Court,Wilkes Barre,PA,570-252-0389
1747,Erie McSparran,1 North Circle,Albuquerque,NM,505-782-5676
1748,Batholomew Mauvin,78830 Garrison Hill,Houston,TX,713-739-0579
1749,Maribel Woolveridge,3 3rd Trail,Denver,CO,720-217-6429
1750,Kariotta Pilch,932 Arkansas Park,Houston,TX,281-708-0678
1751,Sindee Sixsmith,887 Eliot Crossing,Monticello,MN,763-775-1430
1752,Ramona Scholes,81220 Drewry Drive,Orlando,FL,321-160-3253
1753,Hallie Greenrod,96498 Manufacturers Street,Flushing,NY,718-889-0842
1754,Gates Ferryn,02350 Kedzie Circle,Baltimore,MD,443-930-9063
1755,Nelli Dearnley,6 Tomscot Center,Mobile,AL,251-861-7557
1756,Cosetta Touzey,9961 Heffernan Crossing,Lincoln,NE,402-811-1327
1757,Josepha Feares,63 Glendale Pass,Shreveport,LA,318-167-8516
1758,Fanchette Boecke,88536 Graceland Junction,Arlington,TX,713-398-8691
1759,Zedekiah L'Homme,20 Spenser Road,Scottsdale,AZ,480-142-2152
1760,Roda Fullbrook,50262 Bay Lane,Newark,DE,302-130-1011
1761,Gradeigh Stearn,0 Thackeray Alley,Pompano Beach,FL,954-823-5858
1762,Leda Wollrauch,3 Rieder Court,San Bernardino,CA,909-432-3168
1763,Joellyn Bris,99497 Fair Oaks Circle,Bakersfield,CA,661-505-3163
1764,Cherin List,02442 Meadow Ridge Park,Miami,FL,305-635-7370
1765,Yorke Rentalll,11337 Mesta Road,Seattle,WA,206-971-4423
1766,Renie Wimlett,7 Cody Pass,Grand Rapids,MI,616-860-1233
1767,Isa Dickerline,174 Upham Street,Lexington,KY,859-304-8655
1768,Turner Powe,746 Scott Lane,Roanoke,VA,540-259-2471
1769,Aymer Tison,48 Mayfield Plaza,Norfolk,VA,757-917-4092
1770,Roderich Johann,182 Shelley Road,Bozeman,MT,406-596-2972
1771,Sheffield Lorenz,145 Carioca Pass,Kansas City,KS,913-943-7980
1772,Bondon Braganca,4464 Meadow Vale Trail,Chandler,AZ,602-877-8866
1773,Edgard Algie,78 Badeau Terrace,Oklahoma City,OK,405-746-3569
1774,Willey Licence,58 Havey Hill,Houston,TX,713-522-8143
1775,Heda Oxenden,462 Rieder Alley,Durham,NC,919-645-2668
1776,Bee Raittie,8 Bonner Alley,Scranton,PA,570-965-3375
1777,Noni Baldwin,2463 Fair Oaks Drive,Atlanta,GA,404-442-7195
1778,Deane Pugh,04292 Saint Paul Avenue,Pasadena,CA,626-167-9044
1779,Lorene Orpyne,90 Evergreen Circle,Staten Island,NY,914-789-6484
1780,Zacharias Millam,751 South Plaza,Oklahoma City,OK,405-973-4813
1781,Taite Hyde-Chambers,0663 Maywood Pass,Portland,OR,503-764-8944
1782,Reade Raddin,90685 Grover Junction,Birmingham,AL,205-293-7189
1783,Gertruda Prime,30 Crowley Pass,Delray Beach,FL,561-684-8488
1784,Wilow Brumby,28 Cardinal Plaza,Atlanta,GA,404-453-9948
1785,Hollyanne Fishbourne,316 Boyd Center,Minneapolis,MN,651-867-3067
1786,Terry Dunkley,15 Pine View Road,Wilmington,DE,302-164-3608
1787,Chrissie Jurkiewicz,3522 Fieldstone Center,Sarasota,FL,941-277-2766
1788,Ive Bellew,3391 Holy Cross Point,Lansing,MI,517-229-4899
1789,Shem Gavin,910 Riverside Junction,Washington,DC,202-412-2477
1790,Caty Maliffe,74454 Roxbury Road,Macon,GA,478-532-7827
1791,Hyacinthia Gulvin,77 Washington Place,San Jose,CA,408-404-3558
1792,Jordanna Falkous,072 Warbler Hill,Los Angeles,CA,213-732-0626
1793,Neill Eicke,9 Meadow Valley Trail,Lawrenceville,GA,770-487-7434
1794,Britni Baumann,5 Crowley Junction,Tacoma,WA,253-963-7540
1795,Carolee Glaister,29444 Miller Pass,San Francisco,CA,415-944-1604
1796,Oliviero Oxley,47 Larry Hill,Louisville,KY,502-405-8110
1797,Mariele Ben,755 Cascade Road,Odessa,TX,432-816-2544
1798,Constantina Onions,07 Buell Street,Corpus Christi,TX,361-776-2245
1799,Annelise Offill,0 Forster Place,Alexandria,LA,318-505-8021
1800,Barbabas Comar,6 Darwin Drive,Beaverton,OR,503-247-4981
1801,Randell Tomas,7 Oakridge Junction,Phoenix,AZ,602-171-4110
1802,Liza Basketfield,61341 Anderson Terrace,Shreveport,LA,318-302-5938
1803,Conant Mauditt,208 Browning Lane,Miami,FL,786-541-5100
1804,Thurstan Wilcinskis,9464 Harbort Street,Las Vegas,NV,702-710-1427
1805,Ches Mandry,214 Prairie Rose Plaza,Houston,TX,713-820-0079
1806,Vlad Keeffe,148 Weeping Birch Way,Houston,TX,281-723-8063
1807,Koenraad Emanueli,3 Dunning Hill,Washington,DC,202-691-4198
1808,Byrom Tebbs,802 Summit Drive,Los Angeles,CA,323-816-9961
1809,Sianna Itzchaki,4 Oakridge Avenue,Syracuse,NY,315-584-6024
1810,Klement Duesbury,8 Michigan Drive,Pompano Beach,FL,754-527-4502
1811,Filide Rosenstein,45504 Emmet Pass,Hialeah,FL,305-359-2071
1812,Clair Hadaway,395 Mariners Cove Road,Portsmouth,NH,603-664-0740
1813,Jerome Parmenter,1 Cardinal Plaza,Long Beach,CA,323-353-5382
1814,Gerri Kerslake,56 Homewood Junction,New York City,NY,212-101-5876
1815,Georg Batey,69 Pearson Terrace,Midland,MI,989-889-3666
1816,Lynn Ninotti,97 Crest Line Way,Corpus Christi,TX,361-416-0495
1817,Dorolisa Colbron,4862 Mesta Place,Birmingham,AL,205-240-7697
1818,Marla Krochmann,9954 Graedel Trail,Macon,GA,478-904-1848
1819,Anastasia Canti,889 Kings Parkway,Warren,MI,810-414-5380
1820,Hilarius Forrington,58 La Follette Street,Terre Haute,IN,812-470-9139
1821,Klemens Orrick,06 Jenna Alley,El Paso,TX,915-829-4270
1822,Kleon McCafferky,9 Valley Edge Place,Portland,OR,971-737-7288
1823,Cassandra Niezen,56 Montana Point,Anchorage,AK,907-453-7854
1824,Gauthier Lundy,99131 Burning Wood Road,Roanoke,VA,540-865-5319
1825,Tull Danks,09 West Point,Juneau,AK,907-581-4669
1826,Heall Smeal,117 Paget Drive,Lexington,KY,859-639-4034
1827,Milicent Fittall,00 Crownhardt Point,Columbia,SC,803-517-6643
1828,Julio Georgeou,8 Colorado Court,San Francisco,CA,415-336-4028
1829,Adriane Ashbey,03309 Columbus Lane,Indianapolis,IN,317-558-1208
1830,Kerrin Caen,29283 Menomonie Plaza,Baton Rouge,LA,225-915-4121
1831,Aguistin Hamlington,5528 Sauthoff Pass,Knoxville,TN,865-130-6330
1832,Moina Stive,244 Lien Place,Long Beach,CA,562-371-1942
1833,Mason Marcoolyn,1222 Crownhardt Center,Memphis,TN,901-923-4125
1834,Chiquita Chominski,4 Graceland Alley,Fort Myers,FL,239-370-9197
1835,Ozzie Manifold,91788 Shoshone Lane,West Palm Beach,FL,561-498-7094
1836,Kirsten Gateland,471 Emmet Road,Wilmington,NC,910-475-6866
1837,Lammond Dangerfield,81 Lerdahl Terrace,Riverside,CA,951-132-8009
1838,Christabel Carver,927 Farmco Road,Fort Worth,TX,817-734-5863
1839,Cloris Gartell,3 Barby Center,Kansas City,MO,816-215-4607
1840,Petronilla Holdworth,12237 Oxford Court,Seattle,WA,206-515-8772
1841,Raquel Godilington,76 Valley Edge Avenue,Washington,DC,202-979-9728
1842,Devin Roswarne,721 Orin Pass,Port Washington,NY,516-438-7322
1843,Lura Delicate,9 Vahlen Plaza,Tucson,AZ,520-932-6474
1844,Farr Redhills,72363 Judy Lane,Chattanooga,TN,423-177-0346
1845,Dulsea Scoffins,1519 Burning Wood Drive,Memphis,TN,901-303-6232
1846,Thomas Grigorkin,8834 Carpenter Road,Anderson,IN,765-863-8284
1847,Maribelle Innett,078 Brickson Park Center,San Bernardino,CA,909-769-4575
1848,Julietta O'Neary,6694 Kim Crossing,Macon,GA,478-421-7220
1849,Sherline Rigeby,1270 Luster Plaza,El Paso,TX,915-566-0410
1850,Adolpho Le Conte,70 Riverside Terrace,San Antonio,TX,210-637-1877
1851,Beverley Beldom,35325 Cottonwood Point,Grand Rapids,MI,616-668-6354
1852,Abby Skinner,7629 High Crossing Park,Boise,ID,208-325-2502
1853,Kale Fipp,4077 Carioca Alley,Oklahoma City,OK,405-157-6101
1854,Nelson Brauninger,64872 Birchwood Crossing,Atlanta,GA,404-863-1944
1855,Marisa Doughill,02190 Loeprich Point,Helena,MT,406-958-8193
1856,Alikee Rubrow,519 Gerald Terrace,Kansas City,MO,816-732-8537
1857,Kerstin Mathouse,5321 Elka Crossing,Hagerstown,MD,240-887-6235
1858,Joelly Luckham,7 Union Lane,Washington,DC,202-917-6340
1859,Appolonia Freer,9 Arkansas Avenue,Raleigh,NC,919-134-4584
1860,Kittie Ollerhead,783 Thackeray Center,Austin,TX,512-993-9969
1861,Hannah Saintsbury,6 Old Gate Parkway,Jackson,MS,601-639-7659
1862,Romona Casewell,6296 Surrey Terrace,Dallas,TX,214-836-5789
1863,Zebadiah Jakubowsky,65509 Rockefeller Point,Chesapeake,VA,757-989-9795
1864,Kristel Malatalant,504 Oxford Lane,Johnson City,TN,423-448-7276
1865,Brandy Espinho,06 Twin Pines Alley,Cedar Rapids,IA,319-757-2155
1866,Olenka Sharkey,05247 Fairview Pass,Cleveland,OH,216-890-5600
1867,Yurik Duffit,22686 Sage Park,Brooklyn,NY,718-837-2526
1868,Peyter Gierardi,5 Elgar Circle,Clearwater,FL,813-677-7281
1869,Emilee Todd,6938 Bashford Way,Anaheim,CA,714-206-6922
1870,Laure Derks,665 Buhler Plaza,Fort Wayne,IN,260-114-0257
1871,Susanna Van Leeuwen,358 Bluejay Circle,San Jose,CA,408-839-3564
1872,Beryl Babst,54 David Center,Harrisburg,PA,717-582-6021
1873,Nil Trunchion,7765 Luster Point,Brooklyn,NY,718-689-0913
1874,Niel Patrono,86058 Carpenter Plaza,Washington,DC,202-580-7996
1875,Opaline Hancke,08755 Menomonie Park,Albany,NY,518-519-5269
1876,Tina Dubber,80 Kenwood Alley,Kalamazoo,MI,269-295-3466
1877,Susie Vynarde,845 Spohn Plaza,Boulder,CO,303-354-8497
1878,Wadsworth Astill,02351 Corben Lane,Chandler,AZ,480-564-4034
1879,Juli Anfrey,8 Moland Place,Orlando,FL,407-501-0153
1880,Vicki Seed,11 Northport Place,Frederick,MD,240-600-9661
1881,Hastings Cruikshank,530 Summit Alley,Los Angeles,CA,818-402-1207
1882,Florina Labrenz,4017 Vernon Court,Gulfport,MS,228-364-9915
1883,Ailee Roaf,5095 Independence Trail,El Paso,TX,915-868-6992
1884,Hamnet Beckwith,0478 Donald Junction,Mobile,AL,251-635-3664
1885,Laurens Markson,3 Comanche Hill,Sacramento,CA,916-868-8273
1886,Gillan Laflin,05792 Tony Circle,Macon,GA,478-213-2635
1887,George Waszczyk,33591 Bowman Way,Boca Raton,FL,561-439-5773
1888,Gabe Deftie,07945 Pankratz Trail,Colorado Springs,CO,719-297-9002
1889,Robyn Itshak,5005 Lerdahl Park,Tampa,FL,813-326-7957
1890,Daryn Fullerlove,8 Bartillon Park,Baton Rouge,LA,225-380-5972
1891,Gnni Bartosek,2673 Golf Course Crossing,Sarasota,FL,941-272-2177
1892,Trixi Vasyukhin,136 Waywood Terrace,Charleston,SC,843-575-1190
1893,Judi Dmytryk,32 Raven Road,Stamford,CT,203-614-6974
1894,Gabie Kershow,88372 8th Park,Rochester,NY,585-524-5171
1895,Ophelie Lobley,70 Summerview Place,Pompano Beach,FL,754-280-1575
1896,Nealon Rotherham,09424 Springs Court,Washington,DC,202-703-7723
1897,Ingaberg Vanyushkin,041 Northwestern Way,Greenville,SC,864-411-4579
1898,Natal Kassidy,70807 Blue Bill Park Way,Salt Lake City,UT,801-518-9180
1899,Kaitlyn Mundie,74874 Delladonna Park,Birmingham,AL,205-307-9955
1900,Joella Mungane,012 Granby Alley,Maple Plain,MN,952-911-7216
1901,Marlowe Atlee,8 Sloan Hill,Carol Stream,IL,309-889-1208
1902,Cloe Alenichev,77773 Kipling Alley,Rockford,IL,815-587-8831
1903,Dunn O' Dornan,7 Dunning Plaza,Lakeland,FL,863-211-5420
1904,Petronella Dalglish,7 Mcbride Alley,San Antonio,TX,210-531-7298
1905,Dawn Oakeshott,6743 Kim Point,Washington,DC,202-904-1214
1906,Georgeta Dwane,6325 Mariners Cove Junction,Madison,WI,608-912-3894
1907,Burr Ivanyushkin,71030 Becker Point,Saint Augustine,FL,904-150-3557
1908,Cyb Ferrige,325 Moland Way,Glendale,AZ,602-209-8800
1909,Fallon Duiged,838 Carpenter Avenue,Athens,GA,706-823-5775
1910,Jarred Tuft,5 Iowa Junction,Torrance,CA,310-654-7546
1911,Margaretta Spaldin,626 Union Center,Chattanooga,TN,423-701-1554
1912,Conney Symonds,00 Spaight Circle,Tucson,AZ,520-184-5341
1913,Alec Faussett,32 Gale Hill,Sioux City,IA,712-827-4382
1914,Jennette Hilbourne,87679 Mifflin Alley,Stamford,CT,203-412-9554
1915,Warner Chalcroft,164 Mesta Circle,Buffalo,NY,716-151-8454
1916,Bart Dyneley,00678 Fairfield Lane,Dallas,TX,214-430-3269
1917,Salmon Coleson,4756 Oakridge Trail,Richmond,VA,804-652-3890
1918,Ernesto Giraudou,6 Carey Place,Portsmouth,NH,603-366-4713
1919,Xavier Enocksson,30466 Donald Circle,Jacksonville,FL,904-145-0263
1920,Eba Arrow,14732 Shopko Park,Austin,TX,512-879-3435
1921,Penni Esplin,7 Portage Hill,Denver,CO,303-904-0082
1922,Norene Danielski,53768 Pearson Plaza,Washington,DC,703-398-4484
1923,Amos Roxburgh,143 Heffernan Way,Tacoma,WA,253-274-1475
1924,Con Kilbane,76520 Lien Street,Richmond,VA,804-355-7013
1925,Mortimer Ingre,6 Washington Terrace,Birmingham,AL,205-625-5062
1926,Ulla Danes,0890 Onsgard Parkway,San Antonio,TX,210-261-4347
1927,Josiah Sarfati,545 Schurz Terrace,Reno,NV,775-112-9785
1928,Giulio Fairleigh,9614 Londonderry Court,Rockford,IL,815-142-9776
1929,Fritz Tydd,4 Veith Trail,Columbia,SC,803-611-9553
1930,Catarina Pow,71695 Dunning Lane,Homestead,FL,786-105-2886
1931,Natassia Roscher,428 Valley Edge Terrace,Boston,MA,617-999-7774
1932,Rosanne Fortey,185 Maple Terrace,Troy,MI,248-122-5858
1933,Hailee Bhar,8994 Kedzie Way,Newark,NJ,862-594-1274
1934,Corbin Gurnay,019 Dayton Circle,New York City,NY,212-356-4247
1935,Emlynne Gronou,49 Farmco Alley,Houston,TX,713-596-9278
1936,Felice Dawe,5 Nova Parkway,Huntsville,TX,936-376-7019
1937,Georg Gravatt,88 Lakeland Junction,Redwood City,CA,650-696-3667
1938,Karie Kynsey,5992 Warrior Junction,Miami,FL,305-866-5212
1939,Selle Creasy,1273 Lindbergh Center,Alhambra,CA,626-948-9385
1940,Nels Dearlove,23636 Hanover Terrace,Greensboro,NC,336-349-0421
1941,Dione McLuckie,66 Fulton Way,Sacramento,CA,916-762-4863
1942,Mildrid Norwood,797 Bartillon Park,Missoula,MT,406-155-7810
1943,Beverie Westley,00 Comanche Way,South Bend,IN,574-756-9498
1944,Briney Mullaly,61 Charing Cross Point,Valley Forge,PA,484-802-8579
1945,Kenon Deval,02 Prairie Rose Avenue,Saint Petersburg,FL,727-350-9843
1946,Gwyn Esel,9 Dovetail Street,New Orleans,LA,504-484-0236
1947,Margaret Frewer,92 Maryland Way,Irvine,CA,714-123-7595
1948,Randene Trimming,779 Clove Way,Corpus Christi,TX,361-108-4326
1949,Philippine Detloff,24827 Leroy Hill,Macon,GA,478-183-4578
1950,Wolf Yvens,92 Merry Parkway,Fort Worth,TX,817-482-5134
1951,Averill Morigan,42790 Rockefeller Junction,Iowa City,IA,319-959-6407
1952,Reinaldo Moultrie,3271 Fisk Drive,Naples,FL,239-554-1400
1953,Tarah Learman,64 Hauk Pass,Atlanta,GA,770-368-3903
1954,Cherianne Munsey,107 Corscot Point,Huntsville,AL,256-467-3973
1955,Harold Merwede,1072 Waubesa Way,Detroit,MI,313-353-4361
1956,Francis Bess,39317 7th Park,Fredericksburg,VA,540-192-9706
1957,Yetta Andrew,12 Fremont Street,Oakland,CA,510-328-9905
1958,Mic MacLardie,7583 Vernon Lane,Richmond,VA,804-555-2965
1959,Silvester Brownlie,6416 Hayes Way,Des Moines,IA,515-658-5556
1960,Mord Carcass,53497 Schmedeman Junction,Washington,DC,202-476-6787
1961,Giusto Tours,9194 Jana Point,New York City,NY,212-423-3828
1962,Giovanni Sessions,847 Hauk Pass,Savannah,GA,912-923-9735
1963,Gladys Bernardoni,562 Hoard Plaza,Camden,NJ,856-731-3777
1964,Loella Audry,99 Daystar Street,Lexington,KY,859-623-9067
1965,Eugenio Gargett,397 Summer Ridge Hill,Albany,NY,518-899-9678
1966,Decca Gerler,430 1st Lane,Denver,CO,303-791-3426
1967,Lydon Clemenson,15 Bunker Hill Avenue,Jamaica,NY,917-599-7101
1968,Peter Drakard,634 Graedel Place,Houston,TX,214-783-7152
1969,Joleen Braxton,80173 Fordem Point,Las Vegas,NV,702-892-3451
1970,Loree Schuelcke,113 Mariners Cove Pass,Beaverton,OR,503-484-6190
1971,Meagan Rawlin,3 Blue Bill Park Crossing,Des Moines,IA,515-726-8480
1972,Sheridan Hazlewood,22803 Atwood Lane,Buffalo,NY,716-335-2783
1973,Roselin Letteresse,8 Lunder Point,Dallas,TX,972-664-8704
1974,Elizabet Ghione,8452 Shasta Place,Evansville,IN,812-631-5943
1975,Chelsey Giacobelli,471 7th Place,New York City,NY,212-768-4394
1976,Phyllida Taylorson,683 Meadow Vale Parkway,Tallahassee,FL,850-386-2344
1977,Freddi Patty,0 Sachs Plaza,Anchorage,AK,907-328-1091
1978,Porter Cornill,699 Bobwhite Parkway,Richmond,VA,804-234-7464
1979,Ainsley Jedrzejewski,02 Johnson Alley,Brooklyn,NY,212-237-6234
1980,Isidoro Ashurst,3048 Cardinal Plaza,Philadelphia,PA,215-746-3151
1981,Eimile Petrussi,996 John Wall Crossing,Palm Bay,FL,561-507-3324
1982,Araldo Redholls,01 Service Park,Topeka,KS,785-584-1667
1983,Chelsea Carverhill,5 Ryan Way,Washington,DC,202-290-6184
1984,Melicent Marte,2 Del Sol Parkway,Spartanburg,SC,864-238-4260
1985,Arnaldo Hammond,841 Summer Ridge Pass,Dallas,TX,972-318-5032
1986,Efren Letterese,05947 Hintze Trail,Honolulu,HI,808-237-2585
1987,Wendi Chivers,55203 Cardinal Road,Erie,PA,814-674-9010
1988,Kelsy McKinnon,45045 Sachtjen Point,Salt Lake City,UT,801-286-0036
1989,Shelley Cherry,79134 Jana Hill,Minneapolis,MN,612-799-0349
1990,Anatole Iffe,65 Ruskin Crossing,El Paso,TX,915-995-9887
1991,Latisha Wolfe,86753 Lukken Terrace,Wilmington,DE,302-240-4065
1992,Petey Hapgood,278 Southridge Road,Brooklyn,NY,212-168-5760
1993,Dollie Guilayn,9 Oriole Point,Memphis,TN,901-554-0549
1994,Richard Eddicott,22 Corscot Drive,Salt Lake City,UT,801-419-4004
1995,Rozina McReynolds,69170 Carioca Parkway,New York City,NY,917-399-2489
1996,Douglass Cabrer,304 Meadow Valley Alley,Detroit,MI,313-364-6606
1997,Lauritz Starrs,9 Kinsman Park,Houston,TX,713-623-5809
1998,Ryan Mothersole,777 Oriole Avenue,Washington,DC,202-138-1142
1999,Nerita Veltman,97269 Oxford Avenue,Erie,PA,814-360-1554
